Process Arrival_Time Service_Time Priority
P6461 35602 11 3
P6462 35607 16 2
P6463 35610 14 8
P6464 35617 15 10
P6465 35621 18 17
P6466 35625 7 3
P6467 35631 12 3
P6468 35640 1 7
P6469 35650 15 18
P6470 35659 8 16
P6471 35664 14 6
P6472 35671 6 10
P6473 35673 5 13
P6474 35682 10 18
P6475 35689 9 15
P6476 35691 20 12
P6477 35694 7 12
P6478 35699 10 2
P6479 35705 6 3
P6480 35709 4 16
P6481 35717 2 5
P6482 35718 10 8
P6483 35727 12 18
P6484 35730 6 12
P6485 35735 5 10
P6486 35739 13 2
P6487 35741 4 16
P6488 35745 9 3
P6489 35746 12 15
P6490 35750 4 20
P6491 35755 9 8
P6492 35763 5 13
P6493 35772 14 18
P6494 35782 13 15
P6495 35785 8 17
P6496 35795 14 16
P6497 35799 20 2
P6498 35804 3 13
P6499 35812 18 19
P6500 35822 11 1
P6501 35828 1 18
P6502 35831 5 8
P6503 35838 12 11
P6504 35844 11 15
P6505 35852 12 7
P6506 35853 19 19
P6507 35855 14 13
P6508 35861 19 10
P6509 35865 3 9
P6510 35867 1 3
P6511 35872 8 10
P6512 35878 13 10
P6513 35887 10 5
P6514 35892 17 14
P6515 35898 20 13
P6516 35906 16 13
P6517 35911 8 19
P6518 35918 16 13
P6519 35922 16 18
P6520 35923 4 14
P6521 35925 4 19
P6522 35926 4 16
P6523 35933 15 5
P6524 35936 19 4
P6525 35938 19 4
P6526 35942 13 7
P6527 35948 19 11
P6528 35951 12 20
P6529 35957 12 12
P6530 35963 20 14
P6531 35972 10 7
P6532 35981 15 2
P6533 35986 4 9
P6534 35989 20 8
P6535 35991 16 8
P6536 35993 5 18
P6537 35999 15 12
P6538 36007 16 8
P6539 36013 20 3
P6540 36022 10 9
P6541 36031 3 1
P6542 36041 16 8
P6543 36045 13 14
P6544 36049 9 20
P6545 36050 16 19
P6546 36058 19 11
P6547 36059 19 20
P6548 36065 3 17
P6549 36066 3 12
P6550 36067 8 5
P6551 36069 10 19
P6552 36072 7 8
P6553 36076 20 18
P6554 36079 20 20
P6555 36088 3 17
P6556 36092 12 1
P6557 36100 14 7
P6558 36105 12 6
P6559 36111 13 19
P6560 36118 20 7
P6561 36120 5 7
P6562 36121 12 17
P6563 36124 6 4
P6564 36131 4 3
P6565 36140 6 13
P6566 36144 15 6
P6567 36146 10 8
P6568 36147 16 19
P6569 36149 10 16
P6570 36157 12 1
P6571 36163 15 2
P6572 36170 4 9
P6573 36175 4 6
P6574 36183 9 3
P6575 36185 2 19
P6576 36186 19 16
P6577 36190 11 5
P6578 36200 18 14
P6579 36207 6 20
P6580 36217 8 1
P6581 36227 16 20
P6582 36235 8 10
P6583 36245 14 16
P6584 36253 6 4
P6585 36254 15 20
P6586 36255 19 20
P6587 36260 12 2
P6588 36267 5 3
P6589 36270 16 16
P6590 36272 9 16
P6591 36281 15 20
P6592 36287 14 20
P6593 36295 20 11
P6594 36299 9 9
P6595 36306 17 17
P6596 36308 6 4
P6597 36314 2 8
P6598 36321 7 8
P6599 36324 2 11
P6600 36326 6 8
P6601 36330 16 10
P6602 36339 8 6
P6603 36347 20 4
P6604 36356 9 19
P6605 36364 1 9
P6606 36370 5 14
P6607 36373 8 6
P6608 36382 8 7
P6609 36387 12 16
P6610 36396 19 11
P6611 36397 7 12
P6612 36407 2 16
P6613 36415 16 8
P6614 36416 6 8
P6615 36419 12 12
P6616 36424 2 18
P6617 36433 10 5
P6618 36441 10 16
P6619 36446 2 10
P6620 36453 13 3
P6621 36456 17 3
P6622 36462 2 17
P6623 36469 10 7
P6624 36471 19 9
P6625 36479 13 7
P6626 36489 20 16
P6627 36495 19 14
P6628 36499 6 8
P6629 36506 6 3
P6630 36514 16 20
P6631 36518 16 5
P6632 36527 17 15
P6633 36534 17 20
P6634 36542 12 3
P6635 36545 1 4
P6636 36551 14 11
P6637 36553 8 18
P6638 36560 19 3
P6639 36566 13 14
P6640 36574 14 16
P6641 36580 2 19
P6642 36586 10 14
P6643 36588 20 20
P6644 36592 17 2
P6645 36598 6 4
P6646 36607 16 15
P6647 36617 13 15
P6648 36627 14 7
P6649 36633 16 9
P6650 36640 9 13
P6651 36643 17 16
P6652 36652 12 17
P6653 36662 12 12
P6654 36664 13 13
P6655 36669 8 2
P6656 36673 10 10
P6657 36678 6 8
P6658 36688 4 5
P6659 36697 16 3
P6660 36704 2 19
P6661 36712 15 18
P6662 36720 9 8
P6663 36727 17 15
P6664 36733 4 20
P6665 36742 18 12
P6666 36748 4 16
P6667 36751 8 2
P6668 36757 6 4
P6669 36760 1 5
P6670 36762 13 12
P6671 36767 11 15
P6672 36770 15 20
P6673 36774 6 8
P6674 36782 2 6
P6675 36792 15 1
P6676 36797 5 5
P6677 36805 20 16
P6678 36810 11 19
P6679 36812 3 9
P6680 36818 3 11
P6681 36819 2 4
P6682 36821 16 5
P6683 36831 13 17
P6684 36836 15 16
P6685 36846 18 19
P6686 36856 3 20
P6687 36866 7 3
P6688 36872 19 4
P6689 36873 10 2
P6690 36878 3 4
P6691 36887 16 13
P6692 36897 9 14
P6693 36898 20 1
P6694 36904 20 6
P6695 36909 7 20
P6696 36919 4 12
P6697 36928 19 7
P6698 36938 4 9
P6699 36943 15 15
P6700 36948 1 19
P6701 36949 17 1
P6702 36952 1 4
P6703 36961 12 6
P6704 36968 19 10
P6705 36972 7 9
P6706 36980 1 6
P6707 36984 10 10
P6708 36987 7 15
P6709 36993 18 8
P6710 37002 3 16
P6711 37010 3 15
P6712 37019 7 17
P6713 37029 16 1
P6714 37033 15 1
P6715 37043 10 15
P6716 37044 5 4
P6717 37050 2 3
P6718 37054 16 18
P6719 37057 13 13
P6720 37064 6 3
P6721 37070 7 9
P6722 37073 3 1
P6723 37079 3 3
P6724 37080 8 9
P6725 37084 6 8
P6726 37094 7 5
P6727 37104 19 12
P6728 37106 20 3
P6729 37111 7 9
P6730 37120 16 19
P6731 37128 20 6
P6732 37131 12 11
P6733 37134 16 3
P6734 37137 9 18
P6735 37142 2 10
P6736 37152 4 8
P6737 37160 14 12
P6738 37161 9 11
P6739 37170 15 15
P6740 37172 6 20
P6741 37182 9 7
P6742 37187 12 2
P6743 37189 18 4
P6744 37192 8 10
P6745 37199 13 1
P6746 37201 1 1
P6747 37205 8 13
P6748 37213 2 2
P6749 37220 17 17
P6750 37227 3 11
P6751 37233 8 1
P6752 37242 4 10
P6753 37252 14 12
P6754 37256 1 12
P6755 37259 13 2
P6756 37265 9 3
P6757 37266 20 14
P6758 37269 19 12
P6759 37273 18 16
P6760 37280 4 12
P6761 37286 3 1
P6762 37287 11 20
P6763 37291 17 7
P6764 37297 14 17
P6765 37300 9 12
P6766 37303 3 4
P6767 37312 16 15
P6768 37316 16 6
P6769 37324 14 15
P6770 37329 11 2
P6771 37337 16 1
P6772 37344 3 17
P6773 37352 9 19
P6774 37360 13 2
P6775 37369 14 8
P6776 37370 18 18
P6777 37376 13 12
P6778 37380 16 18
P6779 37382 19 20
P6780 37392 19 18
P6781 37397 11 17
P6782 37403 6 4
P6783 37411 3 2
P6784 37417 20 6
P6785 37420 18 5
P6786 37421 17 2
P6787 37427 10 8
P6788 37433 19 1
P6789 37441 11 12
P6790 37446 4 13
P6791 37455 18 11
P6792 37464 8 7
P6793 37468 6 13
P6794 37474 14 18
P6795 37475 8 7
P6796 37482 7 16
P6797 37490 17 5
P6798 37497 4 1
P6799 37507 13 17
P6800 37509 19 13
P6801 37513 4 14
P6802 37515 3 11
P6803 37523 20 7
P6804 37533 13 6
P6805 37535 1 14
P6806 37542 3 18
P6807 37546 17 12
P6808 37547 7 12
P6809 37548 13 18
P6810 37549 18 18
P6811 37557 3 2
P6812 37566 18 19
P6813 37567 11 11
P6814 37574 19 3
P6815 37584 14 20
P6816 37587 11 2
P6817 37588 4 18
P6818 37591 19 17
P6819 37593 19 4
P6820 37595 19 10
P6821 37600 18 10
P6822 37605 10 3
P6823 37612 1 9
P6824 37620 1 10
P6825 37622 5 7
P6826 37627 13 3
P6827 37635 8 17
P6828 37642 12 1
P6829 37644 15 1
P6830 37653 11 17
P6831 37657 3 13
P6832 37665 7 5
P6833 37673 12 7
P6834 37674 17 6
P6835 37680 10 17
P6836 37681 8 6
P6837 37687 18 9
P6838 37693 2 4
P6839 37697 9 7
P6840 37699 9 20
P6841 37703 13 10
P6842 37704 12 11
P6843 37710 13 10
P6844 37715 6 2
P6845 37718 17 19
P6846 37723 3 10
P6847 37726 1 4
P6848 37730 12 3
P6849 37734 15 8
P6850 37735 19 10
P6851 37736 10 19
P6852 37740 11 7
P6853 37748 14 8
P6854 37752 4 10
P6855 37757 18 7
P6856 37765 2 10
P6857 37773 8 16
P6858 37780 20 1
P6859 37783 9 5
P6860 37791 7 20
P6861 37801 20 7
P6862 37803 18 8
P6863 37809 1 19
P6864 37817 2 9
P6865 37825 13 4
P6866 37834 12 16
P6867 37835 12 4
P6868 37844 12 2
P6869 37846 19 20
P6870 37850 14 18
P6871 37855 16 5
P6872 37857 4 7
P6873 37864 4 10
P6874 37871 5 20
P6875 37881 3 4
P6876 37886 8 18
P6877 37895 11 4
P6878 37902 18 15
P6879 37908 8 1
P6880 37912 11 13
P6881 37918 8 3
P6882 37927 16 5
P6883 37935 4 11
P6884 37945 9 8
P6885 37950 19 14
P6886 37954 20 2
P6887 37964 12 16
P6888 37973 12 2
P6889 37980 18 20
P6890 37982 7 10
P6891 37991 11 11
P6892 37995 11 8
P6893 37997 16 10
P6894 38006 15 10
P6895 38014 7 9
P6896 38016 4 18
P6897 38018 8 15
P6898 38028 10 7
P6899 38033 17 11
P6900 38038 18 13
P6901 38039 13 6
P6902 38045 3 14
P6903 38050 9 11
P6904 38051 6 9
P6905 38054 3 16
P6906 38061 11 4
P6907 38070 15 13
P6908 38078 6 16
P6909 38083 6 7
P6910 38090 16 12
P6911 38091 3 7
P6912 38092 8 15
P6913 38097 11 19
P6914 38102 15 11
P6915 38112 2 15
P6916 38113 1 16
P6917 38116 20 15
P6918 38124 12 15
P6919 38128 5 8
P6920 38130 10 12
P6921 38131 8 2
P6922 38133 13 4
P6923 38142 2 8
P6924 38146 17 10
P6925 38147 14 15
P6926 38152 15 19
P6927 38155 13 17
P6928 38156 11 19
P6929 38165 8 10
P6930 38168 13 8
P6931 38175 9 10
P6932 38182 1 20
P6933 38183 11 20
P6934 38187 17 10
P6935 38195 8 19
P6936 38199 13 17
P6937 38205 18 17
P6938 38211 8 17
P6939 38213 3 16
P6940 38221 19 4
P6941 38230 5 12
P6942 38234 8 12
P6943 38241 18 10
P6944 38242 16 17
P6945 38244 3 3
P6946 38251 9 2
P6947 38258 2 19
P6948 38259 5 3
P6949 38261 2 9
P6950 38268 17 2
P6951 38270 20 20
P6952 38275 4 12
P6953 38280 13 12
P6954 38286 3 6
P6955 38294 14 19
P6956 38300 3 1
P6957 38305 2 18
P6958 38312 14 8
P6959 38318 3 6
P6960 38326 5 9
P6961 38329 6 2
P6962 38334 14 12
P6963 38338 8 9
P6964 38341 5 14
P6965 38346 2 7
P6966 38355 19 8
P6967 38359 13 12
P6968 38366 4 12
P6969 38375 12 13
P6970 38384 13 2
P6971 38392 17 9
P6972 38397 19 13
P6973 38401 5 15
P6974 38406 7 18
P6975 38416 9 19
P6976 38419 6 1
P6977 38422 12 8
P6978 38423 15 16
P6979 38427 14 4
P6980 38437 11 19
P6981 38447 12 18
P6982 38448 14 1
P6983 38456 1 3
P6984 38462 6 7
P6985 38467 18 12
P6986 38475 5 12
P6987 38484 15 1
P6988 38490 4 2
P6989 38497 13 7
P6990 38500 20 19
P6991 38506 1 16
P6992 38509 17 19
P6993 38511 13 14
P6994 38513 8 13
P6995 38514 18 17
P6996 38519 7 8
P6997 38527 2 5
P6998 38533 2 11
P6999 38537 15 7
P7000 38545 20 13
P7001 38553 17 7
P7002 38555 6 3
P7003 38564 7 13
P7004 38573 7 19
P7005 38579 1 20
P7006 38589 2 8
P7007 38594 8 9
P7008 38601 6 4
P7009 38609 8 3
P7010 38614 16 4
P7011 38619 16 5
P7012 38625 11 5
P7013 38632 19 7
P7014 38636 1 1
P7015 38642 12 5
P7016 38647 9 1
P7017 38651 10 19
P7018 38659 19 13
P7019 38664 1 9
P7020 38671 16 8
P7021 38676 11 14
P7022 38681 4 5
P7023 38683 20 4
P7024 38689 8 2
P7025 38697 18 4
P7026 38702 13 17
P7027 38705 3 1
P7028 38712 18 9
P7029 38721 14 14
P7030 38730 14 11
P7031 38738 12 14
P7032 38740 4 9
P7033 38750 6 1
P7034 38754 19 11
P7035 38764 11 7
P7036 38771 14 11
P7037 38777 7 3
P7038 38778 14 13
P7039 38780 7 13
P7040 38783 5 1
P7041 38786 16 9
P7042 38795 3 9
P7043 38796 2 10
P7044 38798 11 4
P7045 38803 6 3
P7046 38805 8 15
P7047 38808 17 18
P7048 38811 4 9
P7049 38820 2 17
P7050 38828 17 3
P7051 38837 8 3
P7052 38838 16 4
P7053 38844 19 2
P7054 38848 11 19
P7055 38852 10 1
P7056 38853 8 10
P7057 38860 9 14
P7058 38869 7 15
P7059 38876 16 14
P7060 38879 6 3
P7061 38880 14 8
P7062 38888 3 8
P7063 38889 11 4
P7064 38894 8 12
P7065 38895 19 9
P7066 38897 4 8
P7067 38901 12 3
P7068 38905 5 1
P7069 38914 7 15
P7070 38915 2 9
P7071 38919 19 17
P7072 38926 10 13
P7073 38930 7 13
P7074 38937 3 5
P7075 38947 19 3
P7076 38952 17 1
P7077 38959 14 16
P7078 38962 17 5
P7079 38972 16 19
P7080 38976 19 12
P7081 38977 1 9
P7082 38978 2 9
P7083 38987 20 15
P7084 38993 19 1
P7085 38999 6 20
P7086 39008 18 19
P7087 39011 4 4
P7088 39012 8 14
P7089 39021 1 13
P7090 39027 4 11
P7091 39035 3 14
P7092 39042 8 7
P7093 39046 4 5
P7094 39050 5 2
P7095 39055 9 6
P7096 39056 20 17
P7097 39064 11 8
P7098 39067 16 5
P7099 39077 1 6
P7100 39083 6 16
P7101 39088 2 13
P7102 39094 17 16
P7103 39102 10 11
P7104 39108 13 7
P7105 39109 6 6
P7106 39114 5 15
P7107 39117 11 17
P7108 39120 17 11
P7109 39130 14 20
P7110 39135 6 4
P7111 39138 13 11
P7112 39146 19 5
P7113 39147 12 9
P7114 39157 8 15
P7115 39159 18 10
P7116 39166 5 17
P7117 39168 8 16
P7118 39172 3 14
P7119 39175 19 11
P7120 39183 13 15
P7121 39193 18 9
P7122 39196 18 20
P7123 39202 9 3
P7124 39211 7 19
P7125 39218 9 15
P7126 39224 11 5
P7127 39234 12 10
P7128 39237 13 16
P7129 39238 7 2
P7130 39239 20 11
P7131 39244 8 10
P7132 39245 3 1
P7133 39249 16 9
P7134 39255 14 18
P7135 39257 1 15
P7136 39266 11 9
P7137 39272 4 3
P7138 39276 1 3
P7139 39279 14 15
P7140 39287 1 16
P7141 39291 16 8
P7142 39299 3 17
P7143 39304 8 15
P7144 39308 14 13
P7145 39311 7 11
P7146 39316 1 6
P7147 39320 16 11
P7148 39323 11 1
P7149 39332 15 2
P7150 39340 18 13
P7151 39350 5 4
P7152 39352 13 16
P7153 39358 18 10
P7154 39367 5 8
P7155 39377 3 9
P7156 39384 11 15
P7157 39393 4 16
P7158 39394 2 9
P7159 39395 13 19
P7160 39402 2 10
P7161 39407 6 11
P7162 39417 4 12
P7163 39426 8 6
P7164 39433 20 8
P7165 39439 4 15
P7166 39448 14 11
P7167 39456 13 7
P7168 39466 7 19
P7169 39470 7 13
P7170 39471 3 5
P7171 39472 16 2
P7172 39478 11 20
P7173 39486 5 12
P7174 39494 14 7
P7175 39504 17 1
P7176 39507 11 3
P7177 39511 5 4
P7178 39514 6 20
P7179 39515 4 10
P7180 39522 4 15
P7181 39524 18 6
P7182 39526 1 15
P7183 39527 20 15
P7184 39534 11 2
P7185 39544 18 20
P7186 39548 11 10
P7187 39558 7 6
P7188 39565 17 14
P7189 39575 19 5
P7190 39579 6 18
P7191 39582 16 14
P7192 39586 19 15
P7193 39596 17 2
P7194 39601 8 9
P7195 39604 17 15
P7196 39607 7 15
P7197 39616 3 10
P7198 39620 13 19
P7199 39625 8 17
P7200 39630 17 14
P7201 39633 11 20
P7202 39642 2 13
P7203 39648 13 17
P7204 39658 2 20
P7205 39666 19 20
P7206 39675 18 17
P7207 39685 1 19
P7208 39694 7 8
P7209 39700 19 16
P7210 39705 2 6
P7211 39713 20 12
P7212 39718 12 7
P7213 39720 19 15
P7214 39730 10 15
P7215 39733 10 18
P7216 39734 19 16
P7217 39742 13 6
P7218 39750 7 6
P7219 39759 15 12
P7220 39769 19 1
P7221 39772 10 1
P7222 39773 11 12
P7223 39783 6 5
P7224 39791 5 10
P7225 39794 8 5
P7226 39801 16 14
P7227 39810 15 15
P7228 39811 18 17
P7229 39812 1 20
P7230 39813 19 18
P7231 39820 16 9
P7232 39823 13 18
P7233 39824 6 8
P7234 39826 15 11
P7235 39827 13 8
P7236 39833 11 12
P7237 39843 18 20
P7238 39852 18 5
P7239 39862 6 5
P7240 39866 8 4
P7241 39871 20 11
P7242 39878 7 20
P7243 39884 6 8
P7244 39891 4 8
P7245 39892 3 10
P7246 39897 3 7
P7247 39902 9 19
P7248 39909 14 19
P7249 39910 17 5
P7250 39912 8 12
P7251 39917 1 11
P7252 39926 20 12
P7253 39930 2 14
P7254 39940 1 3
P7255 39948 1 15
P7256 39955 11 8
P7257 39963 14 10
P7258 39964 19 16
P7259 39968 18 1
P7260 39973 16 16
P7261 39983 20 3
P7262 39986 20 17
P7263 39987 20 1
P7264 39991 8 14
P7265 39999 9 5
P7266 40007 19 11
P7267 40016 20 15
P7268 40024 5 7
P7269 40034 13 15
P7270 40040 11 10
P7271 40047 10 5
P7272 40054 17 6
P7273 40061 9 13
P7274 40071 15 15
P7275 40076 8 14
P7276 40085 7 19
P7277 40087 17 16
P7278 40093 6 10
P7279 40103 16 18
P7280 40105 3 7
P7281 40109 10 9
P7282 40112 15 17
P7283 40121 7 13
P7284 40127 1 6
P7285 40136 3 6
P7286 40138 7 20
P7287 40140 15 16
P7288 40150 17 12
P7289 40159 3 14
P7290 40160 14 9
P7291 40162 7 14
P7292 40166 18 9
P7293 40175 7 20
P7294 40182 7 10
P7295 40192 7 3
P7296 40196 13 15
P7297 40198 6 18
P7298 40208 16 1
P7299 40218 18 19
P7300 40219 12 6
P7301 40221 1 6
P7302 40223 13 4
P7303 40229 15 17
P7304 40231 19 7
P7305 40233 5 1
P7306 40235 20 17
P7307 40238 12 15
P7308 40243 13 16
P7309 40248 6 19
P7310 40257 3 12
P7311 40259 2 13
P7312 40266 6 11
P7313 40272 1 2
P7314 40280 12 11
P7315 40282 4 4
P7316 40285 4 19
P7317 40287 20 14
P7318 40289 19 9
P7319 40297 18 1
P7320 40298 16 15
P7321 40308 9 13
P7322 40311 6 6
P7323 40313 20 16
P7324 40317 7 19
P7325 40323 12 3
P7326 40326 17 6
P7327 40329 7 18
P7328 40339 17 8
P7329 40342 17 4
P7330 40349 14 13
P7331 40350 7 19
P7332 40356 12 8
P7333 40366 14 5
P7334 40376 16 15
P7335 40386 19 1
P7336 40389 5 10
P7337 40391 13 8
P7338 40395 20 8
P7339 40396 9 18
P7340 40404 10 10
P7341 40412 9 15
P7342 40418 8 1
P7343 40419 9 10
P7344 40425 12 3
P7345 40431 2 4
P7346 40432 10 19
P7347 40438 20 11
P7348 40445 8 16
P7349 40449 6 6
P7350 40457 3 12
P7351 40466 16 13
P7352 40469 7 5
P7353 40470 1 18
P7354 40471 4 20
P7355 40472 10 9
P7356 40474 15 19
P7357 40475 12 7
P7358 40479 3 18
P7359 40482 7 19
P7360 40492 15 10
P7361 40499 18 7
P7362 40503 7 3
P7363 40504 16 4
P7364 40513 10 10
P7365 40517 7 12
P7366 40524 3 19
P7367 40531 4 11
P7368 40534 3 16
P7369 40539 1 18
P7370 40544 3 10
P7371 40551 19 3
P7372 40555 7 1
P7373 40556 19 14
P7374 40558 8 5
P7375 40566 12 8
P7376 40571 20 17
P7377 40577 16 18
P7378 40587 11 17
P7379 40591 6 11
P7380 40593 17 5
P7381 40602 12 18
P7382 40603 16 19
P7383 40605 11 4
P7384 40613 6 9
P7385 40622 2 11
P7386 40629 11 2
P7387 40639 6 9
P7388 40643 18 16
P7389 40653 10 14
P7390 40656 6 20
P7391 40661 15 5
P7392 40671 15 13
P7393 40673 12 19
P7394 40678 9 4
P7395 40687 19 4
P7396 40689 9 8
P7397 40696 20 19
P7398 40701 3 8
P7399 40708 12 9
P7400 40714 5 20
P7401 40723 20 7
P7402 40732 19 5
P7403 40742 6 10
P7404 40747 15 14
P7405 40757 7 14
P7406 40765 2 16
P7407 40774 11 8
P7408 40778 2 18
P7409 40781 16 13
P7410 40782 1 18
P7411 40784 20 3
P7412 40792 16 1
P7413 40798 3 9
P7414 40806 1 12
P7415 40814 17 6
P7416 40816 10 16
P7417 40823 17 18
P7418 40826 2 3
P7419 40830 2 2
P7420 40836 5 15
P7421 40841 19 2
P7422 40845 9 14
P7423 40849 3 20
P7424 40852 13 4
P7425 40862 19 8
P7426 40872 18 6
P7427 40878 1 1
P7428 40880 13 17
P7429 40889 2 1
P7430 40898 4 2
P7431 40907 6 10
P7432 40917 8 15
P7433 40921 2 7
P7434 40930 10 4
P7435 40939 18 4
P7436 40940 15 5
P7437 40943 6 16
P7438 40946 3 14
P7439 40949 6 17
P7440 40951 15 13
P7441 40953 1 13
P7442 40954 9 20
P7443 40963 1 15
P7444 40973 8 1
P7445 40981 2 9
P7446 40990 20 1
P7447 40998 13 8
P7448 41004 18 17
P7449 41005 13 20
P7450 41015 12 13
P7451 41022 19 10
P7452 41031 15 15
P7453 41035 10 8
P7454 41043 3 15
P7455 41050 11 16
P7456 41057 18 19
P7457 41067 8 9
P7458 41074 20 11
P7459 41083 19 7
P7460 41090 15 5
P7461 41091 13 7
P7462 41097 10 9
P7463 41100 18 7
P7464 41104 3 20
P7465 41109 4 17
P7466 41115 6 14
P7467 41116 15 20
P7468 41123 6 1
P7469 41127 20 12
P7470 41132 19 19
P7471 41141 17 3
P7472 41149 9 7
P7473 41154 4 14
P7474 41162 7 5
P7475 41163 1 8
P7476 41173 17 9
P7477 41174 6 20
P7478 41177 19 4
P7479 41186 11 10
P7480 41194 6 13
P7481 41200 8 5
P7482 41207 18 3
P7483 41217 2 13
P7484 41220 9 5
P7485 41221 4 16
P7486 41223 11 10
P7487 41229 7 6
P7488 41235 17 20
P7489 41245 3 12
P7490 41255 11 9
P7491 41262 11 12
P7492 41267 14 14
P7493 41277 8 1
P7494 41279 5 13
P7495 41281 4 7
P7496 41287 2 8
P7497 41295 10 14
P7498 41297 1 5
P7499 41298 5 3
P7500 41302 8 15
P7501 41309 8 2
P7502 41316 6 7
P7503 41318 20 10
P7504 41324 19 15
P7505 41325 16 20
P7506 41333 15 11
P7507 41342 20 8
P7508 41348 20 16
P7509 41351 7 11
P7510 41352 19 12
P7511 41362 19 6
P7512 41368 3 19
P7513 41370 10 20
P7514 41379 8 17
P7515 41382 18 13
P7516 41389 2 17
P7517 41392 16 10
P7518 41402 2 1
P7519 41410 19 13
P7520 41419 2 12
P7521 41427 19 3
P7522 41436 5 18
P7523 41446 7 18
P7524 41450 18 5
P7525 41454 8 15
P7526 41462 17 11
P7527 41471 3 18
P7528 41476 6 7
P7529 41483 19 6
P7530 41488 8 16
P7531 41496 16 16
P7532 41506 5 2
P7533 41515 7 6
P7534 41521 3 19
P7535 41526 16 3
P7536 41536 2 15
P7537 41546 10 15
P7538 41547 5 20
P7539 41555 19 17
P7540 41556 20 10
P7541 41560 20 2
P7542 41563 8 5
P7543 41570 17 2
P7544 41577 19 12
P7545 41582 4 11
P7546 41584 10 14
P7547 41588 6 8
P7548 41595 18 2
P7549 41603 15 9
P7550 41606 16 7
P7551 41616 4 2
P7552 41623 6 14
P7553 41625 17 7
P7554 41628 1 9
P7555 41631 2 17
P7556 41638 20 13
P7557 41639 1 9
P7558 41645 5 5
P7559 41652 18 1
P7560 41659 14 20
P7561 41665 12 17
P7562 41669 2 11
P7563 41676 12 7
P7564 41679 18 11
P7565 41689 8 11
P7566 41691 11 5
P7567 41695 19 5
P7568 41705 20 11
P7569 41707 6 2
P7570 41711 12 7
P7571 41718 4 11
P7572 41727 13 12
P7573 41735 9 16
P7574 41742 14 15
P7575 41749 9 13
P7576 41758 20 7
P7577 41759 6 8
P7578 41764 3 12
P7579 41766 4 2
P7580 41769 5 17
P7581 41772 13 2
P7582 41778 5 8
P7583 41787 8 15
P7584 41797 12 3
P7585 41801 8 19
P7586 41810 10 13
P7587 41819 20 11
P7588 41822 7 8
P7589 41828 13 11
P7590 41831 6 16
P7591 41836 2 18
P7592 41842 10 8
P7593 41851 17 15
P7594 41855 1 18
P7595 41863 1 20
P7596 41868 10 6
P7597 41871 20 10
P7598 41879 11 7
P7599 41883 14 20
P7600 41886 8 17
P7601 41887 19 14
P7602 41896 13 19
P7603 41899 4 5
P7604 41900 4 10
P7605 41901 8 3
P7606 41909 17 14
P7607 41910 15 16
P7608 41916 10 13
P7609 41918 7 4
P7610 41922 1 14
P7611 41924 3 17
P7612 41926 12 5
P7613 41933 1 6
P7614 41934 4 8
P7615 41938 16 6
P7616 41946 16 10
P7617 41956 13 17
P7618 41962 5 4
P7619 41967 8 2
P7620 41975 15 10
P7621 41977 15 12
P7622 41985 4 13
P7623 41986 12 8
P7624 41989 15 6
P7625 41995 17 3
P7626 41997 11 1
P7627 41999 16 12
P7628 42006 9 6
P7629 42015 18 19
P7630 42019 13 3
P7631 42025 6 13
P7632 42033 3 18
P7633 42043 13 3
P7634 42051 20 2
P7635 42055 15 15
P7636 42060 12 11
P7637 42069 10 9
P7638 42074 20 18
P7639 42076 19 13
P7640 42079 12 10
P7641 42085 8 15
P7642 42093 6 17
P7643 42097 15 3
P7644 42107 14 19
P7645 42109 11 11
P7646 42113 15 7
P7647 42115 13 11
P7648 42123 3 17
P7649 42129 7 15
P7650 42131 14 1
P7651 42134 8 5
P7652 42138 1 16
P7653 42145 5 1
P7654 42152 11 18
P7655 42156 12 20
P7656 42164 20 7
P7657 42167 8 15
P7658 42176 13 12
P7659 42179 11 10
P7660 42182 20 16
P7661 42188 7 2
P7662 42191 1 11
P7663 42198 9 7
P7664 42205 19 5
P7665 42212 6 5
P7666 42219 5 11
P7667 42224 6 13
P7668 42229 9 8
P7669 42232 2 15
P7670 42241 12 7
P7671 42250 17 14
P7672 42252 2 1
P7673 42258 1 9
P7674 42262 7 19
P7675 42264 8 3
P7676 42265 19 10
P7677 42271 13 1
P7678 42279 16 5
P7679 42281 9 5
P7680 42287 8 8
P7681 42292 3 14
P7682 42300 17 4
P7683 42301 3 13
P7684 42306 16 17
P7685 42316 16 6
P7686 42321 15 9
P7687 42325 6 20
P7688 42326 17 7
P7689 42329 4 9
P7690 42330 3 15
P7691 42339 16 10
P7692 42346 18 3
P7693 42352 3 15
P7694 42356 1 1
P7695 42359 17 10
P7696 42363 18 3
P7697 42366 15 3
P7698 42367 4 18
P7699 42375 15 20
P7700 42385 8 4
P7701 42392 10 13
P7702 42395 5 17
P7703 42404 2 11
P7704 42412 16 7
P7705 42422 8 17
P7706 42424 4 5
P7707 42431 6 14
P7708 42437 8 7
P7709 42447 8 6
P7710 42453 12 2
P7711 42455 10 11
P7712 42461 3 16
P7713 42464 9 2
P7714 42467 13 9
P7715 42470 5 9
P7716 42480 16 3
P7717 42485 11 7
P7718 42488 15 9
P7719 42494 11 3
P7720 42499 3 12
P7721 42509 10 14
P7722 42515 5 3
P7723 42518 5 5
P7724 42522 3 15
P7725 42528 1 5
P7726 42529 19 15
P7727 42533 20 3
P7728 42540 16 7
P7729 42546 11 15
P7730 42549 4 19
P7731 42554 12 7
